qcode	tcode	eq	sr	so	bscore	seqi	rmsdp	qlabel	tlabel	ss
P27801_C	P41811_C	107	0.281	0.525	21.50	4.67	2.20	VPS18	COPBP	KAKSI
P27801_C	P40509_ALL	84	0.199	0.294	15.32	16.67	1.62	VPS18	COPE	DSSP
P27801_C	P41810_ALL	173	0.234	0.311	21.16	9.83	2.24	VPS18	COPB	DSSP
P27801_C	P32074_ALL	119	0.161	0.214	23.74	6.72	2.22	VPS18	COPY	KAKSI
P27801_C	P34077_C	135	0.231	0.242	14.13	9.63	2.17	VPS18	NIC96	DSSP
P27801_C	P46673_ALL	91	0.143	0.163	11.08	9.89	1.98	VPS18	NUP85	DSSP
P27801_C	P35729_C	120	0.219	0.222	20.79	11.67	2.24	VPS18	NUP120	KAKSI
P27801_C	P49687_C	104	0.188	0.190	17.80	5.77	2.50	VPS18	NUP145	DSSP
P27801_C	P38181_C	135	0.199	0.242	20.34	15.56	1.79	VPS18	NUP170	KAKSI
P27801_C	P36161_C	126	0.208	0.226	12.32	13.49	2.15	VPS18	NUP133	DSSP
P27801_C	P47054_ALL	110	0.101	0.197	7.18	3.64	2.22	VPS18	NUP192	DSSP
P27801_C	P52593_C	68	0.063	0.122	15.95	11.76	2.00	VPS18	NUP188	KAKSI
P27801_C	Q9UG01_C	149	0.178	0.268	27.72	11.41	2.22	VPS18	IFT172	DSSP
P27801_C	Q9P2H3_C	102	0.275	0.548	14.98	7.84	2.01	VPS18	IFT180	KAKSI
P27801_C	Q96RY7_C	171	0.284	0.307	47.10	12.87	2.09	VPS18	IFT140	DSSP
P27801_C	Q9HBG6_C	136	0.236	0.244	22.08	13.24	2.04	VPS18	IFT122	KAKSI
P27801_C	Q8NEZ3_C	170	0.276	0.305	29.21	8.24	2.19	VPS18	WDR19	KAKSI
P27801_C	Q9P2L0_C	149	0.284	0.303	34.65	8.72	2.10	VPS18	WDR35	DSSP
P27801_C	P38959_C	175	0.362	0.428	35.14	13.14	2.15	VPS18	VPS41	DSSP
P27801_C	Q07468_C	167	0.282	0.300	21.03	12.57	1.92	VPS18	VPS39	KAKSI
P27801_C	P27801_C	557	1.000	1.000	261.00	100.00	0.00	VPS18	VPS18	KAKSI
P12868_C	A0A142YCA6_C	114	0.241	0.389	10.46	14.04	1.93	VPS11	A0A142YCA6	DSSP
P12868_C	F5YE54_C	79	0.191	0.451	10.06	12.66	2.39	VPS11	F5YE54	DSSP
P12868_C	A0A225E1Q9_C	144	0.192	0.219	40.97	6.94	2.05	VPS11	A0A225E1Q9	KAKSI
P12868_C	L0DKB6_C	123	0.185	0.187	26.07	8.94	2.18	VPS11	L0DKB6	KAKSI
P12868_C	Q10XQ9_C	45	0.098	0.169	5.68	13.33	2.30	VPS11	Q10XQ9	DSSP
P12868_C	A0A432MM10_N	73	0.166	0.329	8.73	10.96	2.30	VPS11	A0A432MM10-N	KAKSI
P12868_C	A0A432MM10_M	123	0.254	0.395	12.57	9.76	1.76	VPS11	A0A432MM10-M	KAKSI
P12868_C	P38968_C	112	0.220	0.311	10.66	11.61	2.02	VPS11	SEC31	KAKSI
P12868_C	P48415_C	120	0.229	0.305	11.56	13.33	1.87	VPS11	SEC16	DSSP
P12868_C	P38164_C	75	0.119	0.124	10.90	12.00	1.90	VPS11	SEA4	DSSP
P12868_C	P53622_C	181	0.293	0.312	29.07	7.18	2.13	VPS11	COPA	KAKSI
P12868_C	P41811_C	119	0.276	0.583	32.20	9.24	2.23	VPS11	COPBP	KAKSI
P12868_C	P40509_ALL	164	0.349	0.573	26.43	10.98	2.02	VPS11	COPE	DSSP
P12868_C	P41810_ALL	134	0.170	0.205	25.44	6.72	2.19	VPS11	COPB	DSSP
P12868_C	P32074_ALL	195	0.247	0.297	22.54	11.28	2.12	VPS11	COPY	KAKSI
P12868_C	P34077_C	117	0.183	0.189	12.94	7.69	2.31	VPS11	NIC96	KAKSI
P12868_C	P46673_ALL	125	0.185	0.190	16.98	12.00	2.04	VPS11	NUP85	KAKSI
P12868_C	P35729_C	128	0.214	0.237	17.38	7.81	1.75	VPS11	NUP120	KAKSI
P12868_C	P49687_C	148	0.246	0.270	21.94	8.11	1.96	VPS11	NUP145	DSSP
P12868_C	P38181_C	106	0.146	0.161	22.58	14.15	2.12	VPS11	NUP170	KAKSI
P12868_C	P36161_C	90	0.138	0.138	11.68	5.56	1.58	VPS11	NUP133	DSSP
P12868_C	P47054_ALL	86	0.076	0.131	8.83	9.30	1.84	VPS11	NUP192	DSSP
P12868_C	P52593_C	66	0.059	0.100	6.60	13.64	1.94	VPS11	NUP188	KAKSI
P12868_C	Q9UG01_C	152	0.171	0.231	19.12	12.50	2.14	VPS11	IFT172	KAKSI
P12868_C	Q9P2H3_C	72	0.171	0.387	16.17	5.56	2.05	VPS11	IFT180	KAKSI
P12868_C	Q96RY7_C	158	0.243	0.245	31.12	13.29	1.69	VPS11	IFT140	KAKSI
P12868_C	Q9HBG6_C	201	0.321	0.337	23.17	12.94	1.93	VPS11	IFT122	KAKSI
P12868_C	Q8NEZ3_C	149	0.223	0.227	22.34	7.38	2.15	VPS11	WDR19	KAKSI
P12868_C	Q9P2L0_C	138	0.238	0.274	44.88	7.97	2.10	VPS11	WDR35	KAKSI
P12868_C	P38959_C	139	0.262	0.340	27.90	15.83	2.31	VPS11	VPS41	DSSP
P12868_C	Q07468_C	207	0.322	0.329	43.82	19.81	1.92	VPS11	VPS39	KAKSI
P12868_C	P27801_C	224	0.369	0.402	36.25	15.18	1.55	VPS11	VPS18	KAKSI
P12868_C	P12868_C	657	1.000	1.000	297.00	100.00	0.00	VPS11	VPS11	KAKSI
Q03308_C	A0A142YCA6_C	91	0.229	0.306	7.75	8.79	1.75	VPS16	A0A142YCA6	KAKSI
Q03308_C	F5YE54_C	44	0.128	0.235	5.56	2.27	2.20	VPS16	F5YE54	KAKSI
Q03308_C	A0A225E1Q9_C	128	0.194	0.260	17.62	8.59	2.04	VPS16	A0A225E1Q9	DSSP
Q03308_C	L0DKB6_C	50	0.085	0.100	6.31	8.00	2.53	VPS16	L0DKB6	KAKSI
Q03308_C	Q10XQ9_C	61	0.161	0.229	6.21	11.48	2.40	VPS16	Q10XQ9	DSSP
Q03308_C	A0A432MM10_N	70	0.194	0.315	7.23	10.00	2.28	VPS16	A0A432MM10-N	KAKSI
Q03308_C	A0A432MM10_M	67	0.167	0.215	9.80	8.96	2.08	VPS16	A0A432MM10-M	DSSP
Q03308_C	P38968_C	103	0.240	0.286	10.92	12.62	2.13	VPS16	SEC31	KAKSI
Q03308_C	P48415_C	110	0.247	0.280	15.31	10.00	1.87	VPS16	SEC16	KAKSI
Q03308_C	P38164_C	77	0.139	0.154	27.97	5.19	2.22	VPS16	SEA4	KAKSI
Q03308_C	P53622_C	152	0.282	0.305	14.28	6.58	2.20	VPS16	COPA	KAKSI
Q03308_C	P41811_C	95	0.270	0.466	13.31	8.42	2.00	VPS16	COPBP	KAKSI
Q03308_C	P40509_ALL	130	0.330	0.448	15.31	9.23	2.01	VPS16	COPE	KAKSI
Q03308_C	P41810_ALL	110	0.154	0.220	13.50	12.73	1.97	VPS16	COPB	KAKSI
Q03308_C	P32074_ALL	145	0.206	0.295	15.78	7.59	2.13	VPS16	COPY	DSSP
Q03308_C	P34077_C	94	0.170	0.191	8.38	7.45	1.81	VPS16	NIC96	DSSP
Q03308_C	P46673_ALL	101	0.169	0.202	11.64	9.90	2.17	VPS16	NUP85	KAKSI
Q03308_C	P35729_C	107	0.206	0.214	16.29	13.08	1.90	VPS16	NUP120	KAKSI
Q03308_C	P49687_C	134	0.258	0.272	9.51	8.96	2.27	VPS16	NUP145	DSSP
Q03308_C	P38181_C	188	0.288	0.382	23.52	12.23	1.99	VPS16	NUP170	DSSP
Q03308_C	P36161_C	171	0.298	0.348	17.53	11.70	1.85	VPS16	NUP133	DSSP
Q03308_C	P47054_ALL	90	0.086	0.183	9.33	7.78	2.28	VPS16	NUP192	DSSP
Q03308_C	P52593_C	53	0.051	0.106	4.58	13.21	2.09	VPS16	NUP188	KAKSI
Q03308_C	Q9UG01_C	152	0.188	0.309	37.36	11.84	2.09	VPS16	IFT172	DSSP
Q03308_C	Q9P2H3_C	39	0.116	0.214	2.90	12.82	1.20	VPS16	IFT180	DSSP
Q03308_C	Q96RY7_C	196	0.342	0.393	26.17	9.18	2.28	VPS16	IFT140	KAKSI
Q03308_C	Q9HBG6_C	179	0.327	0.359	25.22	7.26	1.88	VPS16	IFT122	KAKSI
Q03308_C	Q8NEZ3_C	232	0.395	0.465	28.49	8.19	1.98	VPS16	WDR19	KAKSI
Q03308_C	Q9P2L0_C	149	0.303	0.303	18.50	11.41	2.01	VPS16	WDR35	DSSP
Q03308_C	P38959_C	133	0.290	0.319	11.23	15.04	1.86	VPS16	VPS41	KAKSI
Q03308_C	Q07468_C	125	0.222	0.251	18.23	8.00	2.30	VPS16	VPS39	KAKSI
Q03308_C	P27801_C	142	0.269	0.285	26.98	9.86	2.40	VPS16	VPS18	KAKSI
Q03308_C	P12868_C	177	0.306	0.355	25.00	10.73	2.22	VPS16	VPS11	KAKSI
Q03308_C	Q03308_C	499	1.000	1.000	243.00	100.00	0.00	VPS16	VPS16	KAKSI
P39702_C	A0A142YCA6_C	91	0.164	0.306	14.02	13.19	2.15	VPS8	A0A142YCA6	KAKSI
P39702_C	F5YE54_C	69	0.141	0.394	12.20	7.25	2.12	VPS8	F5YE54	DSSP
P39702_C	A0A225E1Q9_C	142	0.174	0.176	24.12	6.34	1.93	VPS8	A0A225E1Q9	DSSP
P39702_C	L0DKB6_C	143	0.193	0.212	15.53	11.19	2.22	VPS8	L0DKB6	KAKSI
P39702_C	Q10XQ9_C	34	0.063	0.128	4.18	11.76	2.10	VPS8	Q10XQ9	DSSP
P39702_C	A0A432MM10_N	68	0.132	0.308	6.28	7.35	2.24	VPS8	A0A432MM10-N	DSSP
P39702_C	A0A432MM10_M	99	0.177	0.317	23.78	11.11	2.13	VPS8	A0A432MM10-M	DSSP
P39702_C	P38968_C	103	0.178	0.291	10.73	8.74	2.18	VPS8	SEC31	DSSP
P39702_C	P48415_C	90	0.150	0.229	9.03	12.22	2.12	VPS8	SEC16	DSSP
P39702_C	P38164_C	42	0.060	0.069	3.69	11.90	2.37	VPS8	SEA4	DSSP
P39702_C	P53622_C	98	0.141	0.169	11.23	13.27	2.10	VPS8	COPA	KAKSI
P39702_C	P41811_C	106	0.211	0.533	14.65	5.66	1.91	VPS8	COPBP	DSSP
P39702_C	P40509_ALL	147	0.269	0.514	12.00	8.16	2.15	VPS8	COPE	DSSP
P39702_C	P41810_ALL	241	0.279	0.299	54.85	10.79	2.39	VPS8	COPB	DSSP
P39702_C	P32074_ALL	179	0.208	0.222	27.14	8.38	2.28	VPS8	COPY	DSSP
P39702_C	P34077_C	167	0.234	0.270	35.98	9.58	2.04	VPS8	NIC96	KAKSI
P39702_C	P46673_ALL	106	0.141	0.153	11.69	13.21	2.06	VPS8	NUP85	KAKSI
P39702_C	P35729_C	139	0.206	0.257	17.18	10.07	1.63	VPS8	NUP120	KAKSI
P39702_C	P49687_C	107	0.157	0.193	13.50	7.48	2.20	VPS8	NUP145	KAKSI
P39702_C	P38181_C	154	0.192	0.193	28.54	8.44	1.87	VPS8	NUP170	KAKSI
P39702_C	P36161_C	130	0.177	0.196	21.84	12.31	2.01	VPS8	NUP133	KAKSI
P39702_C	P47054_ALL	114	0.094	0.141	35.29	7.89	2.27	VPS8	NUP192	DSSP
P39702_C	P52593_C	175	0.145	0.217	20.88	12.00	2.06	VPS8	NUP188	DSSP
P39702_C	Q9UG01_C	170	0.176	0.211	33.32	14.12	2.01	VPS8	IFT172	DSSP
P39702_C	Q9P2H3_C	80	0.162	0.440	10.15	5.00	2.20	VPS8	IFT180	DSSP
P39702_C	Q96RY7_C	183	0.252	0.283	63.84	12.02	2.07	VPS8	IFT140	DSSP
P39702_C	Q9HBG6_C	143	0.203	0.238	15.46	11.89	2.12	VPS8	IFT122	DSSP
P39702_C	Q8NEZ3_C	222	0.300	0.330	24.12	9.01	1.95	VPS8	WDR19	DSSP
P39702_C	Q9P2L0_C	166	0.256	0.338	16.75	15.06	2.33	VPS8	WDR35	DSSP
P39702_C	P38959_C	218	0.359	0.533	35.88	9.63	2.21	VPS8	VPS41	DSSP
P39702_C	Q07468_C	161	0.224	0.256	36.96	12.42	2.17	VPS8	VPS39	KAKSI
P39702_C	P27801_C	182	0.266	0.327	48.73	12.64	1.94	VPS8	VPS18	KAKSI
P39702_C	P12868_C	129	0.177	0.197	45.35	10.85	2.22	VPS8	VPS11	DSSP
P39702_C	Q03308_C	157	0.242	0.319	15.44	8.92	2.41	VPS8	VPS16	DSSP
P39702_C	P39702_C	810	1.000	1.000	432.00	100.00	0.00	VPS8	VPS8	KAKSI
P23643_C	A0A142YCA6_C	81	0.212	0.273	10.91	13.58	2.45	VPS3	A0A142YCA6	KAKSI
P23643_C	F5YE54_C	42	0.131	0.240	3.75	11.90	2.30	VPS3	F5YE54	DSSP
P23643_C	A0A225E1Q9_C	47	0.072	0.101	3.89	17.02	1.97	VPS3	A0A225E1Q9	KAKSI
P23643_C	L0DKB6_C	91	0.161	0.195	10.50	10.99	2.23	VPS3	L0DKB6	DSSP
P23643_C	Q10XQ9_C	65	0.177	0.242	4.55	4.62	2.42	VPS3	Q10XQ9	KAKSI
P23643_C	A0A432MM10_N	74	0.215	0.333	8.03	13.51	2.24	VPS3	A0A432MM10-N	KAKSI
P23643_C	A0A432MM10_M	79	0.203	0.254	6.89	12.66	1.95	VPS3	A0A432MM10-M	KAKSI
P23643_C	P38968_C	106	0.258	0.299	11.58	13.21	2.09	VPS3	SEC31	DSSP
P23643_C	P48415_C	109	0.254	0.277	8.51	9.17	2.03	VPS3	SEC16	KAKSI
P23643_C	P38164_C	69	0.129	0.148	14.39	11.59	1.94	VPS3	SEA4	KAKSI
P23643_C	P53622_C	66	0.126	0.142	12.08	9.09	2.45	VPS3	COPA	KAKSI
P23643_C	P41811_C	61	0.182	0.299	9.99	16.39	2.50	VPS3	COPBP	KAKSI
P23643_C	P40509_ALL	78	0.206	0.269	6.76	12.82	2.11	VPS3	COPE	KAKSI
P23643_C	P41810_ALL	150	0.215	0.322	15.87	8.00	2.41	VPS3	COPB	KAKSI
P23643_C	P32074_ALL	61	0.088	0.131	5.10	11.48	2.35	VPS3	COPY	DSSP
P23643_C	P34077_C	117	0.216	0.251	10.67	15.38	2.27	VPS3	NIC96	KAKSI
P23643_C	P46673_ALL	115	0.198	0.247	14.04	13.04	1.82	VPS3	NUP85	KAKSI
P23643_C	P35729_C	69	0.137	0.148	4.20	14.49	2.00	VPS3	NUP120	KAKSI
P23643_C	P49687_C	168	0.329	0.361	14.23	10.12	1.76	VPS3	NUP145	KAKSI
P23643_C	P38181_C	108	0.171	0.232	16.54	7.41	2.09	VPS3	NUP170	KAKSI
P23643_C	P36161_C	90	0.160	0.193	9.98	5.56	2.16	VPS3	NUP133	KAKSI
P23643_C	P47054_ALL	104	0.100	0.223	7.97	9.62	1.98	VPS3	NUP192	DSSP
P23643_C	P52593_C	100	0.097	0.215	10.52	9.00	2.24	VPS3	NUP188	KAKSI
P23643_C	Q9UG01_C	133	0.168	0.285	29.35	13.53	1.98	VPS3	IFT172	DSSP
P23643_C	Q9P2H3_C	72	0.222	0.396	7.61	11.11	2.15	VPS3	IFT180	DSSP
P23643_C	Q96RY7_C	125	0.225	0.268	24.18	8.80	2.17	VPS3	IFT140	KAKSI
P23643_C	Q9HBG6_C	119	0.224	0.255	9.58	9.24	2.21	VPS3	IFT122	KAKSI
P23643_C	Q8NEZ3_C	101	0.177	0.216	12.77	6.93	2.05	VPS3	WDR19	DSSP
P23643_C	Q9P2L0_C	110	0.227	0.236	16.25	14.55	1.98	VPS3	WDR35	KAKSI
P23643_C	P38959_C	150	0.342	0.367	29.74	13.33	2.10	VPS3	VPS41	DSSP
P23643_C	Q07468_C	137	0.250	0.294	12.98	7.30	2.17	VPS3	VPS39	KAKSI
P23643_C	P27801_C	187	0.365	0.400	53.04	9.09	2.16	VPS3	VPS18	DSSP
P23643_C	P12868_C	196	0.349	0.421	47.20	10.71	2.23	VPS3	VPS11	KAKSI
P23643_C	Q03308_C	161	0.336	0.345	18.38	13.04	2.13	VPS3	VPS16	DSSP
P23643_C	P39702_C	187	0.294	0.400	30.20	13.37	1.95	VPS3	VPS8	DSSP
P23643_C	P23643_C	467	1.000	1.000	216.00	100.00	0.00	VPS3	VPS3	DSSP
P22137_C	A0A142YCA6_C	110	0.141	0.375	19.78	5.45	1.91	CHC	A0A142YCA6	DSSP
P22137_C	F5YE54_C	67	0.094	0.358	20.34	8.96	2.41	CHC	F5YE54	KAKSI
P22137_C	A0A225E1Q9_C	173	0.165	0.209	42.80	9.83	2.11	CHC	A0A225E1Q9	DSSP
P22137_C	L0DKB6_C	179	0.188	0.266	40.27	10.61	2.29	CHC	L0DKB6	KAKSI
P22137_C	Q10XQ9_C	80	0.105	0.301	7.39	13.75	2.20	CHC	Q10XQ9	DSSP
P22137_C	A0A432MM10_N	68	0.093	0.306	12.98	10.29	2.19	CHC	A0A432MM10-N	KAKSI
P22137_C	A0A432MM10_M	144	0.183	0.462	20.26	17.36	2.40	CHC	A0A432MM10-M	DSSP
P22137_C	P38968_C	96	0.120	0.267	13.97	8.33	1.92	CHC	SEC31	KAKSI
P22137_C	P48415_C	110	0.133	0.280	10.54	5.45	1.99	CHC	SEC16	DSSP
P22137_C	P38164_C	104	0.111	0.172	13.35	5.77	2.22	CHC	SEA4	DSSP
P22137_C	P53622_C	188	0.207	0.324	28.72	10.11	2.04	CHC	COPA	KAKSI
P22137_C	P41811_C	91	0.124	0.457	22.93	4.40	2.10	CHC	COPBP	DSSP
P22137_C	P40509_ALL	121	0.156	0.423	19.13	10.74	2.19	CHC	COPE	DSSP
P22137_C	P41810_ALL	204	0.187	0.221	37.42	11.27	2.27	CHC	COPB	DSSP
P22137_C	P32074_ALL	145	0.134	0.157	31.51	14.48	2.40	CHC	COPY	KAKSI
P22137_C	P34077_C	114	0.122	0.187	15.60	10.53	2.24	CHC	NIC96	DSSP
P22137_C	P46673_ALL	121	0.125	0.174	12.83	9.92	2.11	CHC	NUP85	KAKSI
P22137_C	P35729_C	109	0.121	0.204	19.70	6.42	1.89	CHC	NUP120	DSSP
P22137_C	P49687_C	120	0.134	0.216	14.12	5.00	1.98	CHC	NUP145	KAKSI
P22137_C	P38181_C	127	0.122	0.156	20.21	6.30	2.25	CHC	NUP170	DSSP
P22137_C	P36161_C	101	0.106	0.153	13.50	3.96	2.44	CHC	NUP133	KAKSI
P22137_C	P47054_ALL	82	0.057	0.065	11.04	8.54	1.92	CHC	NUP192	DSSP
P22137_C	P52593_C	158	0.110	0.125	24.78	8.23	2.10	CHC	NUP188	DSSP
P22137_C	Q9UG01_C	335	0.284	0.298	73.46	10.75	2.03	CHC	IFT172	KAKSI
P22137_C	Q9P2H3_C	83	0.115	0.456	7.96	9.64	1.79	CHC	IFT180	DSSP
P22137_C	Q96RY7_C	289	0.302	0.447	89.18	13.84	2.02	CHC	IFT140	DSSP
P22137_C	Q9HBG6_C	199	0.213	0.331	24.71	11.56	1.97	CHC	IFT122	DSSP
P22137_C	Q8NEZ3_C	261	0.273	0.386	64.62	8.43	1.95	CHC	WDR19	KAKSI
P22137_C	Q9P2L0_C	229	0.261	0.466	34.41	14.41	2.10	CHC	WDR35	DSSP
P22137_C	P38959_C	201	0.243	0.482	43.07	12.44	2.10	CHC	VPS41	KAKSI
P22137_C	Q07468_C	213	0.226	0.343	40.43	11.74	1.86	CHC	VPS39	DSSP
P22137_C	P27801_C	166	0.182	0.298	55.66	12.05	2.09	CHC	VPS18	DSSP
P22137_C	P12868_C	172	0.182	0.262	47.29	15.70	1.90	CHC	VPS11	KAKSI
P22137_C	Q03308_C	138	0.159	0.277	53.74	4.35	2.17	CHC	VPS16	KAKSI
P22137_C	P39702_C	236	0.231	0.291	64.35	9.32	2.28	CHC	VPS8	KAKSI
P22137_C	P23643_C	126	0.146	0.270	14.03	15.08	1.77	CHC	VPS3	DSSP
P22137_C	P22137_C	1264	1.000	1.000	765.00	100.00	0.00	CHC	CHC	DSSP
P36000_ALL	A0A142YCA6_C	103	0.239	0.347	9.08	9.71	1.91	AP1B	A0A142YCA6	KAKSI
P36000_ALL	F5YE54_C	102	0.271	0.545	7.73	16.67	2.24	AP1B	F5YE54	KAKSI
P36000_ALL	A0A225E1Q9_C	262	0.372	0.464	77.81	17.18	2.00	AP1B	A0A225E1Q9	KAKSI
P36000_ALL	L0DKB6_C	183	0.296	0.324	36.63	15.85	2.23	AP1B	L0DKB6	KAKSI
P36000_ALL	Q10XQ9_C	49	0.119	0.184	5.55	12.24	2.10	AP1B	Q10XQ9	DSSP
P36000_ALL	A0A432MM10_N	81	0.208	0.367	4.90	8.64	1.97	AP1B	A0A432MM10-N	DSSP
P36000_ALL	A0A432MM10_M	112	0.258	0.359	16.71	12.50	1.73	AP1B	A0A432MM10-M	DSSP
P36000_ALL	P38968_C	111	0.240	0.308	11.93	10.81	2.33	AP1B	SEC31	KAKSI
P36000_ALL	P48415_C	88	0.184	0.224	10.24	6.82	2.20	AP1B	SEC16	KAKSI
P36000_ALL	P38164_C	96	0.164	0.170	13.50	5.21	1.85	AP1B	SEA4	KAKSI
P36000_ALL	P53622_C	88	0.158	0.158	17.27	7.95	2.00	AP1B	COPA	DSSP
P36000_ALL	P41811_C	72	0.187	0.353	11.94	8.33	2.05	AP1B	COPBP	KAKSI
P36000_ALL	P40509_ALL	107	0.250	0.369	22.50	10.28	2.21	AP1B	COPE	KAKSI
P36000_ALL	P41810_ALL	294	0.393	0.520	57.84	17.69	1.85	AP1B	COPB	KAKSI
P36000_ALL	P32074_ALL	363	0.494	0.653	91.71	15.43	2.00	AP1B	COPY	DSSP
P36000_ALL	P34077_C	91	0.156	0.164	10.97	7.69	2.17	AP1B	NIC96	DSSP
P36000_ALL	P46673_ALL	164	0.258	0.295	14.62	10.37	2.40	AP1B	NUP85	DSSP
P36000_ALL	P35729_C	80	0.145	0.148	6.94	10.00	1.89	AP1B	NUP120	KAKSI
P36000_ALL	P49687_C	87	0.158	0.159	7.96	9.20	1.83	AP1B	NUP145	DSSP
P36000_ALL	P38181_C	91	0.133	0.164	12.33	5.49	2.02	AP1B	NUP170	DSSP
P36000_ALL	P36161_C	73	0.121	0.131	6.54	9.59	2.57	AP1B	NUP133	DSSP
P36000_ALL	P47054_ALL	152	0.140	0.273	26.65	9.21	2.10	AP1B	NUP192	DSSP
P36000_ALL	P52593_C	203	0.189	0.359	48.04	8.37	2.21	AP1B	NUP188	KAKSI
P36000_ALL	Q9UG01_C	170	0.201	0.301	16.61	7.06	2.47	AP1B	IFT172	KAKSI
P36000_ALL	Q9P2H3_C	85	0.230	0.467	9.18	15.29	2.51	AP1B	IFT180	DSSP
P36000_ALL	Q96RY7_C	179	0.296	0.317	28.25	11.73	2.17	AP1B	IFT140	KAKSI
P36000_ALL	Q9HBG6_C	145	0.250	0.257	25.18	9.66	2.08	AP1B	IFT122	KAKSI
P36000_ALL	Q8NEZ3_C	159	0.259	0.286	22.07	10.06	2.05	AP1B	WDR19	DSSP
P36000_ALL	Q9P2L0_C	139	0.266	0.283	14.58	7.19	2.04	AP1B	WDR35	DSSP
P36000_ALL	P38959_C	104	0.216	0.254	15.21	12.50	2.13	AP1B	VPS41	DSSP
P36000_ALL	Q07468_C	173	0.290	0.306	24.06	8.67	1.88	AP1B	VPS39	KAKSI
P36000_ALL	P27801_C	130	0.232	0.233	24.97	12.31	2.25	AP1B	VPS18	KAKSI
P36000_ALL	P12868_C	165	0.270	0.292	27.30	12.73	2.23	AP1B	VPS11	KAKSI
P36000_ALL	Q03308_C	133	0.250	0.267	19.11	11.28	1.99	AP1B	VPS16	KAKSI
P36000_ALL	P39702_C	192	0.282	0.345	21.83	7.81	1.97	AP1B	VPS8	DSSP
P36000_ALL	P23643_C	52	0.101	0.112	4.26	9.62	2.28	AP1B	VPS3	KAKSI
P36000_ALL	P22137_C	208	0.231	0.368	29.37	9.13	2.30	AP1B	CHC	KAKSI
P36000_ALL	P36000_ALL	565	1.000	1.000	261.00	100.00	0.00	AP1B	AP1B	KAKSI
Q12028_ALL	A0A142YCA6_C	117	0.239	0.394	16.44	7.69	2.04	AP1G	A0A142YCA6	KAKSI
Q12028_ALL	F5YE54_C	125	0.288	0.668	10.89	8.80	1.66	AP1G	F5YE54	KAKSI
Q12028_ALL	A0A225E1Q9_C	269	0.353	0.395	66.65	13.01	2.18	AP1G	A0A225E1Q9	KAKSI
Q12028_ALL	L0DKB6_C	208	0.307	0.309	34.18	16.35	2.10	AP1G	L0DKB6	KAKSI
Q12028_ALL	Q10XQ9_C	44	0.093	0.164	11.31	6.82	2.60	AP1G	Q10XQ9	KAKSI
Q12028_ALL	A0A432MM10_N	90	0.199	0.405	7.63	8.89	1.79	AP1G	A0A432MM10-N	KAKSI
Q12028_ALL	A0A432MM10_M	132	0.266	0.424	15.64	9.09	2.33	AP1G	A0A432MM10-M	KAKSI
Q12028_ALL	P38968_C	76	0.146	0.211	8.08	14.47	2.21	AP1G	SEC31	KAKSI
Q12028_ALL	P48415_C	105	0.196	0.267	10.50	10.48	2.20	AP1G	SEC16	KAKSI
Q12028_ALL	P38164_C	88	0.137	0.145	12.66	12.50	2.41	AP1G	SEA4	KAKSI
Q12028_ALL	P53622_C	141	0.224	0.243	20.76	9.93	2.11	AP1G	COPA	KAKSI
Q12028_ALL	P41811_C	94	0.232	0.472	12.25	5.32	2.06	AP1G	COPBP	DSSP
Q12028_ALL	P40509_ALL	103	0.212	0.355	17.10	7.77	2.31	AP1G	COPE	KAKSI
Q12028_ALL	P41810_ALL	348	0.453	0.569	110.55	18.39	1.74	AP1G	COPB	DSSP
Q12028_ALL	P32074_ALL	407	0.533	0.665	108.89	15.72	1.90	AP1G	COPY	DSSP
Q12028_ALL	P34077_C	116	0.178	0.187	17.64	11.21	2.24	AP1G	NIC96	KAKSI
Q12028_ALL	P46673_ALL	98	0.143	0.144	9.44	11.22	2.02	AP1G	NUP85	KAKSI
Q12028_ALL	P35729_C	97	0.159	0.180	12.23	9.28	2.48	AP1G	NUP120	KAKSI
Q12028_ALL	P49687_C	118	0.203	0.215	12.50	7.63	1.84	AP1G	NUP145	DSSP
Q12028_ALL	P38181_C	127	0.172	0.186	14.65	11.02	2.31	AP1G	NUP170	KAKSI
Q12028_ALL	P36161_C	178	0.265	0.269	18.31	7.87	2.31	AP1G	NUP133	KAKSI
Q12028_ALL	P47054_ALL	214	0.192	0.350	61.86	8.88	2.31	AP1G	NUP192	DSSP
Q12028_ALL	P52593_C	204	0.180	0.300	46.43	10.78	2.01	AP1G	NUP188	KAKSI
Q12028_ALL	Q9UG01_C	176	0.195	0.258	29.26	8.52	2.25	AP1G	IFT172	KAKSI
Q12028_ALL	Q9P2H3_C	54	0.125	0.290	6.49	11.11	2.35	AP1G	IFT180	KAKSI
Q12028_ALL	Q96RY7_C	157	0.249	0.257	51.76	10.19	1.87	AP1G	IFT140	DSSP
Q12028_ALL	Q9HBG6_C	105	0.173	0.174	11.63	8.57	1.87	AP1G	IFT122	DSSP
Q12028_ALL	Q8NEZ3_C	183	0.285	0.299	36.28	6.56	1.88	AP1G	WDR19	DSSP
Q12028_ALL	Q9P2L0_C	136	0.247	0.277	15.69	6.62	2.34	AP1G	WDR35	DSSP
Q12028_ALL	P38959_C	120	0.219	0.288	24.00	7.50	2.42	AP1G	VPS41	KAKSI
Q12028_ALL	Q07468_C	143	0.218	0.227	23.65	9.09	1.97	AP1G	VPS39	KAKSI
