qcode	tcode	eq	sr	so	bscore	seqi	rmsdp	qlabel	tlabel	ss
Q12028	P38959	120	0.151	0.156	24.00	7.50	2.42	AP1_gamma	VPS41	KAKSI
Q12028	Q07468	127	0.140	0.158	18.93	9.45	2.00	AP1_gamma	VPS39	DSSP
Q12028	P27801	138	0.164	0.172	44.75	13.04	1.89	AP1_gamma	VPS18	DSSP
Q12028	P12868	141	0.160	0.175	32.23	9.22	2.21	AP1_gamma	VPS11	DSSP
Q12028	Q03308	109	0.138	0.141	9.76	8.26	2.07	AP1_gamma	VPS16	DSSP
Q12028	P39702	192	0.193	0.239	30.83	9.90	2.22	AP1_gamma	VPS8	DSSP
Q12028	P23643	70	0.085	0.086	11.81	12.86	2.27	AP1_gamma	VPS3	KAKSI
Q12028	P22137	199	0.168	0.242	26.17	12.06	2.29	AP1_gamma	CHC	KAKSI
Q12028	P36000	302	0.399	0.425	84.01	11.26	2.16	AP1_gamma	AP1_beta	DSSP
Q12028	Q12028	821	1.000	1.000	360.00	100.00	0.00	AP1_gamma	AP1_gamma	KAKSI
Q06142	P38968	116	0.113	0.138	14.34	10.34	1.97	importin_beta	SEC31	DSSP
Q06142	Q04491	0	0.000	0.000	0.00	0.00	10.00	importin_beta	SEC13	KAKSI
Q06142	P48415	101	0.165	0.272	12.66	4.95	2.28	importin_beta	SEC16	KAKSI
Q06142	P53622	133	0.137	0.158	18.89	7.52	2.12	importin_beta	A-COP	DSSP
Q06142	P41811	88	0.109	0.115	15.78	14.77	1.83	importin_beta	BP-COP	DSSP
Q06142	P40509	115	0.202	0.397	19.97	7.83	2.12	importin_beta	E-COP	KAKSI
Q06142	P41810	314	0.352	0.369	74.04	7.96	2.09	importin_beta	B-COP	KAKSI
Q06142	P32074	313	0.357	0.372	49.85	10.86	1.84	importin_beta	Y-COP	DSSP
Q06142	P34077	105	0.128	0.131	7.35	7.62	1.89	importin_beta	NIC96	DSSP
Q06142	P46673	114	0.148	0.164	15.88	7.02	2.15	importin_beta	NUP85	KAKSI
Q06142	P35729	88	0.096	0.103	11.31	9.09	2.00	importin_beta	NUP120	KAKSI
Q06142	P49687	65	0.074	0.077	6.71	6.15	2.08	importin_beta	NUP145	DSSP
Q06142	P38181	98	0.088	0.115	11.44	10.20	2.19	importin_beta	NUP170	KAKSI
Q06142	P36161	105	0.106	0.123	12.92	5.71	1.88	importin_beta	NUP133	KAKSI
Q06142	P47054	341	0.273	0.401	52.91	10.85	2.20	importin_beta	NUP192	KAKSI
Q06142	P52593	331	0.272	0.389	57.76	9.06	2.14	importin_beta	NUP188	KAKSI
Q06142	P53011	0	0.000	0.000	0.00	0.00	10.00	importin_beta	SEH1	KAKSI
Q06142	P38164	50	0.055	0.059	6.65	6.00	2.05	importin_beta	SEA4	DSSP
Q06142	Q9UG01	130	0.102	0.153	23.44	5.38	2.08	importin_beta	IFT172	KAKSI
Q06142	Q9P2H3	75	0.094	0.100	10.07	9.33	2.06	importin_beta	IFT180	KAKSI
Q06142	Q96RY7	137	0.124	0.163	24.34	11.68	2.25	importin_beta	IFT140	DSSP
Q06142	Q9HBG6	94	0.092	0.110	12.00	8.51	2.27	importin_beta	IFT122	KAKSI
Q06142	Q8NEZ3	119	0.111	0.140	21.03	4.20	2.03	importin_beta	WDR19	KAKSI
Q06142	Q9P2L0	110	0.110	0.129	21.86	7.27	1.94	importin_beta	WDR35	KAKSI
Q06142	P38959	125	0.155	0.163	30.03	6.40	1.99	importin_beta	VPS41	KAKSI
Q06142	Q07468	144	0.155	0.169	13.58	8.33	2.18	importin_beta	VPS39	KAKSI
Q06142	P27801	181	0.210	0.215	38.22	8.84	1.94	importin_beta	VPS18	DSSP
Q06142	P12868	115	0.125	0.135	18.38	4.35	2.20	importin_beta	VPS11	KAKSI
Q06142	Q03308	109	0.135	0.143	11.47	7.34	2.13	importin_beta	VPS16	KAKSI
Q06142	P39702	176	0.173	0.209	29.80	13.07	2.17	importin_beta	VPS8	DSSP
Q06142	P23643	81	0.099	0.101	6.66	8.64	2.03	importin_beta	VPS3	DSSP
Q06142	P22137	139	0.116	0.163	30.56	8.63	2.26	importin_beta	CHC	KAKSI
Q06142	P36000	292	0.377	0.411	70.02	12.33	2.22	importin_beta	AP1_beta	DSSP
Q06142	Q12028	304	0.370	0.378	67.61	11.18	1.80	importin_beta	AP1_gamma	DSSP
Q06142	Q06142	851	1.000	1.000	396.00	100.00	0.00	importin_beta	importin_beta	KAKSI
Q02821	P38968	68	0.078	0.138	5.14	8.82	2.36	importin_alpha	SEC31	KAKSI
Q02821	Q04491	0	0.000	0.000	0.00	0.00	10.00	importin_alpha	SEC13	KAKSI
Q02821	P48415	79	0.183	0.213	6.03	7.59	1.93	importin_alpha	SEC16	KAKSI
Q02821	P53622	74	0.093	0.151	7.76	9.46	1.97	importin_alpha	A-COP	DSSP
Q02821	P41811	54	0.086	0.110	6.76	12.96	2.50	importin_alpha	BP-COP	DSSP
Q02821	P40509	123	0.314	0.424	24.18	9.76	2.47	importin_alpha	E-COP	KAKSI
Q02821	P41810	152	0.213	0.308	20.54	13.82	2.02	importin_alpha	B-COP	KAKSI
Q02821	P32074	237	0.335	0.481	71.31	10.97	2.17	importin_alpha	Y-COP	KAKSI
Q02821	P34077	94	0.145	0.191	8.35	14.89	2.31	importin_alpha	NIC96	KAKSI
Q02821	P46673	19	0.032	0.039	1.92	5.26	1.40	importin_alpha	NUP85	KAKSI
Q02821	P35729	61	0.082	0.124	5.63	6.56	2.35	importin_alpha	NUP120	KAKSI
Q02821	P49687	81	0.114	0.164	13.39	13.58	2.32	importin_alpha	NUP145	KAKSI
Q02821	P38181	60	0.064	0.123	6.66	10.00	2.19	importin_alpha	NUP170	DSSP
Q02821	P36161	53	0.065	0.108	3.89	9.43	1.80	importin_alpha	NUP133	KAKSI
Q02821	P47054	236	0.220	0.479	89.02	10.17	1.95	importin_alpha	NUP192	KAKSI
Q02821	P52593	218	0.208	0.446	53.06	11.01	1.93	importin_alpha	NUP188	DSSP
Q02821	P53011	0	0.000	0.000	0.00	0.00	10.00	importin_alpha	SEH1	KAKSI
Q02821	P38164	37	0.051	0.075	5.17	8.11	2.10	importin_alpha	SEA4	KAKSI
Q02821	Q9UG01	70	0.064	0.143	16.18	12.86	1.89	importin_alpha	IFT172	DSSP
Q02821	Q9P2H3	26	0.042	0.053	2.45	11.54	2.30	importin_alpha	IFT180	KAKSI
Q02821	Q96RY7	53	0.057	0.108	14.48	13.21	2.36	importin_alpha	IFT140	DSSP
Q02821	Q9HBG6	55	0.065	0.112	7.04	10.91	1.59	importin_alpha	IFT122	KAKSI
Q02821	Q8NEZ3	83	0.093	0.168	9.89	7.23	2.31	importin_alpha	WDR19	KAKSI
Q02821	Q9P2L0	83	0.101	0.168	9.87	8.43	2.15	importin_alpha	WDR35	KAKSI
Q02821	P38959	97	0.154	0.197	10.80	11.34	2.06	importin_alpha	VPS41	KAKSI
Q02821	Q07468	29	0.039	0.059	1.90	13.79	2.60	importin_alpha	VPS39	KAKSI
Q02821	P27801	30	0.044	0.061	4.82	10.00	2.70	importin_alpha	VPS18	DSSP
Q02821	P12868	104	0.141	0.211	17.19	14.42	2.13	importin_alpha	VPS11	KAKSI
Q02821	Q03308	51	0.081	0.104	4.15	3.92	2.10	importin_alpha	VPS16	DSSP
Q02821	P39702	106	0.126	0.215	13.12	8.49	2.19	importin_alpha	VPS8	KAKSI
Q02821	P23643	82	0.125	0.166	7.48	12.20	2.10	importin_alpha	VPS3	KAKSI
Q02821	P22137	110	0.107	0.225	16.34	12.73	2.20	importin_alpha	CHC	DSSP
Q02821	P36000	205	0.342	0.419	60.22	17.56	1.90	importin_alpha	AP1_beta	DSSP
Q02821	Q12028	225	0.348	0.460	66.19	11.56	1.93	importin_alpha	AP1_gamma	DSSP
Q02821	Q06142	220	0.327	0.446	43.23	14.55	2.08	importin_alpha	importin_beta	KAKSI
Q02821	Q02821	493	1.000	1.000	234.00	100.00	0.00	importin_alpha	importin_alpha	KAKSI
F5YE54	P38968	218	0.246	0.416	132.40	4.13	2.06	F5YE54	SEC31	KAKSI
F5YE54	Q04491	164	0.407	0.590	91.09	5.49	2.01	F5YE54	SEC13	DSSP
F5YE54	P48415	54	0.120	0.146	4.20	9.26	2.50	F5YE54	SEC16	DSSP
F5YE54	P53622	261	0.312	0.498	143.18	8.81	2.19	F5YE54	A-COP	KAKSI
F5YE54	P41811	282	0.433	0.538	109.02	11.70	2.11	F5YE54	BP-COP	KAKSI
F5YE54	P40509	81	0.199	0.279	13.33	11.11	2.34	F5YE54	E-COP	KAKSI
F5YE54	P41810	119	0.164	0.225	12.06	15.97	1.76	F5YE54	B-COP	DSSP
F5YE54	P32074	92	0.128	0.174	8.00	17.39	2.07	F5YE54	Y-COP	DSSP
F5YE54	P34077	52	0.078	0.099	3.57	15.38	1.96	F5YE54	NIC96	KAKSI
F5YE54	P46673	68	0.110	0.129	7.23	7.35	2.61	F5YE54	NUP85	DSSP
F5YE54	P35729	228	0.301	0.435	157.13	9.21	2.11	F5YE54	NUP120	KAKSI
F5YE54	P49687	46	0.063	0.088	4.28	10.87	2.50	F5YE54	NUP145	KAKSI
F5YE54	P38181	222	0.235	0.424	131.67	9.46	1.80	F5YE54	NUP170	KAKSI
F5YE54	P36161	193	0.233	0.368	133.34	9.84	2.09	F5YE54	NUP133	KAKSI
F5YE54	P47054	78	0.072	0.149	7.94	7.69	2.12	F5YE54	NUP192	KAKSI
F5YE54	P52593	89	0.084	0.169	11.85	10.11	2.04	F5YE54	NUP188	DSSP
F5YE54	P53011	179	0.421	0.549	108.28	9.50	1.80	F5YE54	SEH1	KAKSI
F5YE54	P38164	197	0.259	0.373	91.88	11.17	1.66	F5YE54	SEA4	DSSP
F5YE54	Q9UG01	241	0.217	0.456	134.90	9.54	1.99	F5YE54	IFT172	DSSP
F5YE54	Q9P2H3	253	0.397	0.483	111.24	12.25	1.92	F5YE54	IFT180	KAKSI
F5YE54	Q96RY7	230	0.241	0.436	110.21	10.87	2.20	F5YE54	IFT140	DSSP
F5YE54	Q9HBG6	286	0.333	0.546	131.40	9.79	2.08	F5YE54	IFT122	KAKSI
F5YE54	Q8NEZ3	311	0.342	0.594	128.55	14.15	1.81	F5YE54	WDR19	KAKSI
F5YE54	Q9P2L0	240	0.287	0.458	104.29	10.00	1.79	F5YE54	WDR35	KAKSI
F5YE54	P38959	216	0.335	0.412	155.37	10.19	1.87	F5YE54	VPS41	KAKSI
F5YE54	Q07468	243	0.316	0.460	91.34	8.64	1.82	F5YE54	VPS39	DSSP
F5YE54	P27801	237	0.339	0.452	119.02	13.08	1.97	F5YE54	VPS18	KAKSI
F5YE54	P12868	246	0.326	0.469	124.02	12.60	1.91	F5YE54	VPS11	KAKSI
F5YE54	Q03308	233	0.362	0.445	155.04	12.45	2.09	F5YE54	VPS16	KAKSI
F5YE54	P39702	233	0.271	0.445	151.27	10.30	2.08	F5YE54	VPS8	KAKSI
F5YE54	P23643	188	0.282	0.356	75.80	9.04	1.78	F5YE54	VPS3	DSSP
F5YE54	P22137	197	0.190	0.376	103.75	13.20	1.70	F5YE54	CHC	KAKSI
F5YE54	P36000	80	0.129	0.152	6.18	11.25	1.60	F5YE54	AP1_beta	DSSP
F5YE54	Q12028	102	0.153	0.193	10.92	10.78	2.22	F5YE54	AP1_gamma	DSSP
F5YE54	Q06142	74	0.108	0.141	11.81	16.22	1.80	F5YE54	importin_beta	KAKSI
F5YE54	Q02821	95	0.187	0.193	15.11	18.95	2.03	F5YE54	importin_alpha	KAKSI
F5YE54	F5YE54	528	1.000	1.000	306.00	100.00	0.00	F5YE54	F5YE54	DSSP
A0A142YCA6	P38968	268	0.278	0.394	136.14	14.18	2.02	A0A142YCA6	SEC31	KAKSI
A0A142YCA6	Q04491	201	0.417	0.723	55.96	18.41	1.82	A0A142YCA6	SEC13	DSSP
A0A142YCA6	P48415	147	0.280	0.396	11.35	8.16	1.97	A0A142YCA6	SEC16	KAKSI
A0A142YCA6	P53622	371	0.406	0.546	130.65	14.82	1.82	A0A142YCA6	A-COP	KAKSI
A0A142YCA6	P41811	353	0.486	0.515	164.62	16.71	2.03	A0A142YCA6	BP-COP	DSSP
A0A142YCA6	P40509	133	0.274	0.465	12.25	6.77	2.01	A0A142YCA6	E-COP	DSSP
A0A142YCA6	P41810	95	0.118	0.138	11.59	6.32	2.11	A0A142YCA6	B-COP	DSSP
A0A142YCA6	P32074	63	0.079	0.092	9.13	7.94	2.14	A0A142YCA6	Y-COP	DSSP
A0A142YCA6	P34077	106	0.143	0.156	8.17	3.77	2.32	A0A142YCA6	NIC96	KAKSI
A0A142YCA6	P46673	90	0.129	0.131	8.66	8.89	1.68	A0A142YCA6	NUP85	DSSP
A0A142YCA6	P35729	215	0.258	0.316	78.70	8.84	1.61	A0A142YCA6	NUP120	KAKSI
A0A142YCA6	P49687	117	0.146	0.172	9.32	9.40	1.93	A0A142YCA6	NUP145	KAKSI
A0A142YCA6	P38181	238	0.230	0.347	99.49	10.08	2.04	A0A142YCA6	NUP170	DSSP
A0A142YCA6	P36161	228	0.251	0.335	128.17	9.65	2.02	A0A142YCA6	NUP133	KAKSI
A0A142YCA6	P47054	31	0.027	0.046	2.25	9.68	2.30	A0A142YCA6	NUP192	KAKSI
A0A142YCA6	P52593	28	0.024	0.041	2.00	10.71	2.10	A0A142YCA6	NUP188	DSSP
A0A142YCA6	P53011	193	0.380	0.585	106.10	19.17	1.61	A0A142YCA6	SEH1	DSSP
A0A142YCA6	P38164	273	0.325	0.398	146.68	11.36	1.66	A0A142YCA6	SEA4	DSSP
A0A142YCA6	Q9UG01	370	0.311	0.544	169.69	14.05	1.83	A0A142YCA6	IFT172	KAKSI
A0A142YCA6	Q9P2H3	299	0.418	0.440	128.25	12.04	2.01	A0A142YCA6	IFT180	KAKSI
A0A142YCA6	Q96RY7	337	0.327	0.491	175.65	16.91	1.78	A0A142YCA6	IFT140	DSSP
A0A142YCA6	Q9HBG6	342	0.365	0.503	172.08	16.96	1.87	A0A142YCA6	IFT122	KAKSI
A0A142YCA6	Q8NEZ3	337	0.340	0.491	192.98	15.13	1.89	A0A142YCA6	WDR19	DSSP
A0A142YCA6	Q9P2L0	313	0.342	0.460	163.06	15.34	1.85	A0A142YCA6	WDR35	KAKSI
A0A142YCA6	P38959	259	0.358	0.381	113.03	13.51	1.97	A0A142YCA6	VPS41	KAKSI
A0A142YCA6	Q07468	254	0.300	0.370	104.05	10.24	1.98	A0A142YCA6	VPS39	DSSP
A0A142YCA6	P27801	252	0.321	0.367	115.67	8.33	2.09	A0A142YCA6	VPS18	DSSP
A0A142YCA6	P12868	315	0.384	0.459	106.99	13.65	2.14	A0A142YCA6	VPS11	DSSP
A0A142YCA6	Q03308	204	0.283	0.300	113.03	9.31	2.26	A0A142YCA6	VPS16	KAKSI
A0A142YCA6	P39702	258	0.275	0.376	120.25	11.24	1.87	A0A142YCA6	VPS8	DSSP
A0A142YCA6	P23643	258	0.347	0.376	115.73	12.40	2.02	A0A142YCA6	VPS3	DSSP
A0A142YCA6	P22137	277	0.246	0.404	116.36	9.03	1.93	A0A142YCA6	CHC	DSSP
A0A142YCA6	P36000	108	0.156	0.159	9.08	9.26	1.99	A0A142YCA6	AP1_beta	KAKSI
A0A142YCA6	Q12028	82	0.110	0.120	14.70	14.63	2.35	A0A142YCA6	AP1_gamma	DSSP
A0A142YCA6	Q06142	86	0.112	0.126	6.67	8.14	2.50	A0A142YCA6	importin_beta	KAKSI
A0A142YCA6	Q02821	102	0.174	0.207	11.39	9.80	2.12	A0A142YCA6	importin_alpha	KAKSI
A0A142YCA6	F5YE54	235	0.390	0.448	175.39	8.51	1.99	A0A142YCA6	F5YE54	KAKSI
A0A142YCA6	A0A142YCA6	686	1.000	1.000	396.00	100.00	0.00	A0A142YCA6	A0A142YCA6	DSSP
A0A432MM10	P38968	298	0.226	0.239	157.67	9.06	2.01	A0A432MM10	SEC31	KAKSI
A0A432MM10	Q04491	168	0.203	0.604	92.68	10.12	1.83	A0A432MM10	SEC13	DSSP
A0A432MM10	P48415	73	0.084	0.197	6.84	13.70	2.11	A0A432MM10	SEC16	DSSP
A0A432MM10	P53622	355	0.280	0.310	217.96	9.30	2.08	A0A432MM10	A-COP	KAKSI
A0A432MM10	P41811	361	0.334	0.463	204.28	10.53	1.90	A0A432MM10	BP-COP	KAKSI
A0A432MM10	P40509	131	0.156	0.452	22.20	11.45	2.16	A0A432MM10	E-COP	KAKSI
A0A432MM10	P41810	167	0.144	0.179	25.58	10.78	2.20	A0A432MM10	B-COP	KAKSI
A0A432MM10	P32074	166	0.144	0.180	37.04	9.64	2.11	A0A432MM10	Y-COP	KAKSI
A0A432MM10	P34077	105	0.097	0.131	9.31	10.48	2.42	A0A432MM10	NIC96	DSSP
A0A432MM10	P46673	95	0.091	0.137	9.84	8.42	1.93	A0A432MM10	NUP85	KAKSI
A0A432MM10	P35729	244	0.206	0.247	161.11	10.66	2.35	A0A432MM10	NUP120	KAKSI
A0A432MM10	P49687	97	0.085	0.107	14.10	6.19	2.37	A0A432MM10	NUP145	DSSP
A0A432MM10	P38181	256	0.186	0.188	136.46	8.98	1.90	A0A432MM10	NUP170	KAKSI
A0A432MM10	P36161	166	0.132	0.146	114.52	8.43	2.08	A0A432MM10	NUP133	KAKSI
A0A432MM10	P47054	60	0.040	0.043	4.06	11.67	2.23	A0A432MM10	NUP192	KAKSI
A0A432MM10	P52593	27	0.018	0.020	4.02	11.11	1.87	A0A432MM10	NUP188	DSSP
A0A432MM10	P53011	167	0.195	0.512	87.99	8.98	1.91	A0A432MM10	SEH1	KAKSI
A0A432MM10	P38164	230	0.195	0.237	137.24	9.57	1.88	A0A432MM10	SEA4	KAKSI
A0A432MM10	Q9UG01	313	0.203	0.226	164.59	8.63	1.92	A0A432MM10	IFT172	KAKSI
A0A432MM10	Q9P2H3	356	0.334	0.475	229.64	10.39	2.20	A0A432MM10	IFT180	KAKSI
A0A432MM10	Q96RY7	311	0.226	0.226	231.17	10.93	1.83	A0A432MM10	IFT140	DSSP
A0A432MM10	Q9HBG6	359	0.278	0.300	223.53	11.42	1.93	A0A432MM10	IFT122	KAKSI
A0A432MM10	Q8NEZ3	346	0.258	0.267	245.19	12.43	2.22	A0A432MM10	WDR19	KAKSI
A0A432MM10	Q9P2L0	332	0.262	0.288	223.38	9.94	1.96	A0A432MM10	WDR35	KAKSI
A0A432MM10	P38959	250	0.232	0.326	150.37	12.40	2.26	A0A432MM10	VPS41	KAKSI
A0A432MM10	Q07468	284	0.238	0.283	132.65	8.80	2.18	A0A432MM10	VPS39	KAKSI
A0A432MM10	P27801	265	0.235	0.304	112.42	7.17	2.07	A0A432MM10	VPS18	KAKSI
A0A432MM10	P12868	285	0.240	0.289	145.03	11.93	2.05	A0A432MM10	VPS11	KAKSI
A0A432MM10	Q03308	188	0.175	0.246	91.70	11.70	1.86	A0A432MM10	VPS16	KAKSI
A0A432MM10	P39702	147	0.114	0.123	78.08	5.44	2.28	A0A432MM10	VPS8	KAKSI
A0A432MM10	P23643	164	0.151	0.204	63.15	9.76	2.18	A0A432MM10	VPS3	DSSP
A0A432MM10	P22137	221	0.151	0.160	117.33	10.41	2.15	A0A432MM10	CHC	KAKSI
A0A432MM10	P36000	167	0.160	0.235	21.42	10.78	2.24	A0A432MM10	AP1_beta	DSSP
A0A432MM10	Q12028	157	0.142	0.191	23.68	6.37	2.54	A0A432MM10	AP1_gamma	KAKSI
A0A432MM10	Q06142	108	0.097	0.127	23.98	6.48	1.98	A0A432MM10	importin_beta	KAKSI
A0A432MM10	Q02821	70	0.075	0.142	9.22	7.14	2.40	A0A432MM10	importin_alpha	KAKSI
A0A432MM10	F5YE54	241	0.253	0.456	168.03	16.60	2.05	A0A432MM10	F5YE54	DSSP
A0A432MM10	A0A142YCA6	286	0.277	0.421	156.74	13.64	1.72	A0A432MM10	A0A142YCA6	KAKSI
A0A432MM10	A0A432MM10	1385	1.000	1.000	927.00	100.00	0.00	A0A432MM10	A0A432MM10	KAKSI
A0A225EB47	P38968	243	0.202	0.210	96.17	7.00	2.25	A0A225EB47	SEC31	KAKSI
A0A225EB47	Q04491	176	0.246	0.638	115.53	8.52	2.22	A0A225EB47	SEC13	KAKSI
A0A225EB47	P48415	114	0.149	0.307	15.01	7.02	2.18	A0A225EB47	SEC16	KAKSI
A0A225EB47	P53622	234	0.203	0.204	104.44	8.55	2.10	A0A225EB47	A-COP	KAKSI
A0A225EB47	P41811	252	0.260	0.323	110.42	7.14	2.12	A0A225EB47	BP-COP	KAKSI
A0A225EB47	P40509	79	0.111	0.276	17.83	17.72	2.07	A0A225EB47	E-COP	DSSP
A0A225EB47	P41810	246	0.236	0.264	49.59	11.79	1.88	A0A225EB47	B-COP	KAKSI
A0A225EB47	P32074	253	0.246	0.277	58.02	13.04	2.15	A0A225EB47	Y-COP	DSSP
A0A225EB47	P34077	74	0.075	0.092	10.01	6.76	1.93	A0A225EB47	NIC96	KAKSI
A0A225EB47	P46673	111	0.120	0.160	18.01	6.31	2.23	A0A225EB47	NUP85	KAKSI
A0A225EB47	P35729	216	0.201	0.213	97.86	11.11	2.43	A0A225EB47	NUP120	DSSP
A0A225EB47	P49687	137	0.131	0.148	18.81	7.30	2.02	A0A225EB47	NUP145	KAKSI
A0A225EB47	P38181	273	0.216	0.239	49.99	9.89	2.08	A0A225EB47	NUP170	DSSP
A0A225EB47	P36161	262	0.229	0.231	106.49	10.31	2.08	A0A225EB47	NUP133	KAKSI
A0A225EB47	P47054	146	0.106	0.128	22.09	10.96	2.13	A0A225EB47	NUP192	DSSP
A0A225EB47	P52593	159	0.116	0.138	27.76	7.55	1.75	A0A225EB47	NUP188	KAKSI
A0A225EB47	P53011	162	0.220	0.491	52.96	5.56	2.38	A0A225EB47	SEH1	DSSP
A0A225EB47	P38164	228	0.214	0.235	100.33	9.65	2.15	A0A225EB47	SEA4	KAKSI
A0A225EB47	Q9UG01	257	0.180	0.222	118.50	8.56	2.09	A0A225EB47	IFT172	KAKSI
A0A225EB47	Q9P2H3	172	0.183	0.232	108.16	11.63	1.88	A0A225EB47	IFT180	DSSP
A0A225EB47	Q96RY7	244	0.192	0.211	115.38	10.25	1.80	A0A225EB47	IFT140	KAKSI
A0A225EB47	Q9HBG6	219	0.186	0.189	97.86	12.79	2.32	A0A225EB47	IFT122	KAKSI
A0A225EB47	Q8NEZ3	253	0.208	0.222	52.87	11.46	2.16	A0A225EB47	WDR19	DSSP
A0A225EB47	Q9P2L0	254	0.220	0.221	75.45	10.24	2.22	A0A225EB47	WDR35	KAKSI
A0A225EB47	P38959	229	0.238	0.299	90.99	10.92	1.97	A0A225EB47	VPS41	KAKSI
A0A225EB47	Q07468	256	0.238	0.254	108.61	7.81	2.06	A0A225EB47	VPS39	DSSP
A0A225EB47	P27801	257	0.253	0.294	124.84	8.56	2.10	A0A225EB47	VPS18	KAKSI
A0A225EB47	P12868	266	0.248	0.270	42.99	11.65	2.04	A0A225EB47	VPS11	KAKSI
A0A225EB47	Q03308	232	0.242	0.304	85.62	8.62	2.00	A0A225EB47	VPS16	KAKSI
A0A225EB47	P39702	287	0.244	0.248	123.87	10.45	2.08	A0A225EB47	VPS8	KAKSI
A0A225EB47	P23643	169	0.174	0.210	48.05	8.88	1.98	A0A225EB47	VPS3	DSSP
A0A225EB47	P22137	287	0.212	0.251	84.90	12.20	1.99	A0A225EB47	CHC	DSSP
A0A225EB47	P36000	290	0.313	0.408	44.22	16.90	2.07	A0A225EB47	AP1_beta	DSSP
A0A225EB47	Q12028	246	0.249	0.300	34.75	11.38	2.07	A0A225EB47	AP1_gamma	KAKSI
A0A225EB47	Q06142	278	0.280	0.331	44.80	11.87	2.00	A0A225EB47	importin_beta	DSSP
A0A225EB47	Q02821	116	0.142	0.237	23.49	26.72	1.82	A0A225EB47	importin_alpha	DSSP
A0A225EB47	F5YE54	231	0.275	0.441	69.56	12.99	1.82	A0A225EB47	F5YE54	KAKSI
A0A225EB47	A0A142YCA6	206	0.224	0.303	77.96	11.65	2.01	A0A225EB47	A0A142YCA6	KAKSI
A0A225EB47	A0A432MM10	162	0.129	0.142	54.05	9.88	1.95	A0A225EB47	A0A432MM10	DSSP
A0A225EB47	A0A225EB47	1156	1.000	1.000	693.00	100.00	0.00	A0A225EB47	A0A225EB47	KAKSI
B9XCU2	P38968	255	0.240	0.281	91.50	7.84	2.16	B9XCU2	SEC31	DSSP
B9XCU2	Q04491	180	0.300	0.652	112.08	8.89	2.19	B9XCU2	SEC13	KAKSI
B9XCU2	P48415	77	0.119	0.208	7.38	7.79	2.05	B9XCU2	SEC16	KAKSI
B9XCU2	P53622	267	0.258	0.289	111.67	7.12	2.05	B9XCU2	A-COP	KAKSI
B9XCU2	P41811	212	0.249	0.272	63.22	7.55	2.04	B9XCU2	BP-COP	KAKSI
B9XCU2	P40509	99	0.163	0.341	14.91	8.08	1.97	B9XCU2	E-COP	KAKSI
B9XCU2	P41810	190	0.205	0.205	50.93	7.89	2.27	B9XCU2	B-COP	KAKSI
B9XCU2	P32074	207	0.227	0.228	39.97	10.63	2.11	B9XCU2	Y-COP	DSSP
B9XCU2	P34077	74	0.085	0.092	9.97	4.05	2.44	B9XCU2	NIC96	KAKSI
B9XCU2	P46673	65	0.080	0.094	15.99	16.92	2.05	B9XCU2	NUP85	KAKSI
B9XCU2	P35729	190	0.199	0.205	100.83	6.32	2.22	B9XCU2	NUP120	KAKSI
B9XCU2	P49687	79	0.085	0.085	10.05	10.13	2.08	B9XCU2	NUP145	KAKSI
B9XCU2	P38181	258	0.225	0.279	85.71	5.81	2.07	B9XCU2	NUP170	KAKSI
B9XCU2	P36161	281	0.273	0.304	92.97	11.39	2.09	B9XCU2	NUP133	KAKSI
B9XCU2	P47054	137	0.106	0.148	13.72	10.95	2.19	B9XCU2	NUP192	KAKSI
B9XCU2	P52593	157	0.125	0.170	20.36	12.10	2.02	B9XCU2	NUP188	KAKSI
B9XCU2	P53011	164	0.262	0.503	117.18	9.15	2.26	B9XCU2	SEH1	KAKSI
B9XCU2	P38164	245	0.258	0.265	101.06	6.53	2.11	B9XCU2	SEA4	KAKSI
B9XCU2	Q9UG01	271	0.207	0.293	120.66	12.55	2.04	B9XCU2	IFT172	KAKSI
B9XCU2	Q9P2H3	220	0.267	0.297	102.31	9.55	2.00	B9XCU2	IFT180	DSSP
B9XCU2	Q96RY7	198	0.172	0.214	64.54	9.60	2.14	B9XCU2	IFT140	KAKSI
B9XCU2	Q9HBG6	276	0.260	0.298	113.85	10.14	2.08	B9XCU2	IFT122	KAKSI
B9XCU2	Q8NEZ3	296	0.267	0.320	98.17	9.80	2.19	B9XCU2	WDR19	KAKSI
B9XCU2	Q9P2L0	228	0.220	0.246	87.63	8.33	2.00	B9XCU2	WDR35	KAKSI
B9XCU2	P38959	241	0.285	0.306	116.95	7.88	2.09	B9XCU2	VPS41	DSSP
B9XCU2	Q07468	242	0.253	0.267	89.84	9.92	2.08	B9XCU2	VPS39	DSSP
B9XCU2	P27801	262	0.291	0.300	109.72	9.16	2.03	B9XCU2	VPS18	KAKSI
B9XCU2	P12868	222	0.238	0.245	105.17	9.91	1.95	B9XCU2	VPS11	DSSP
B9XCU2	Q03308	218	0.259	0.282	87.53	7.80	2.28	B9XCU2	VPS16	DSSP
B9XCU2	P39702	260	0.245	0.281	119.82	10.38	2.26	B9XCU2	VPS8	KAKSI
B9XCU2	P23643	184	0.211	0.225	83.23	8.15	2.13	B9XCU2	VPS3	KAKSI
B9XCU2	P22137	234	0.189	0.258	87.94	10.26	2.19	B9XCU2	CHC	DSSP
B9XCU2	P36000	190	0.235	0.268	37.48	14.74	1.93	B9XCU2	AP1_beta	DSSP
